รหัสวิชา,ชื่อวิชา,อาจารย์,ห้อง,ประเภท,วัน,ชั่วโมง
ENGSE509_sec1_lab,multimedia technology engineering and animation,อ.สัญญา อุทธโยธา,ทค2_101,lab,จันทร์,9
ENGSE509_sec1_lab,multimedia technology engineering and animation,อ.สัญญา อุทธโยธา,ทค2_101,lab,จันทร์,10
ENGSE608_sec1,mobile devices application design and development,อ.ปิยพล ยืนยงสถาวร,ทค1_101,theory,ศุกร์,11
ENGSE608_sec1_lab,mobile devices application design and development,อ.ปิยพล ยืนยงสถาวร,ทค1_201,lab,พฤหัสบดี,8
ENGSE608_sec1_lab,mobile devices application design and development,อ.ปิยพล ยืนยงสถาวร,ทค1_201,lab,พฤหัสบดี,9
ENGSE608_sec1_lab,mobile devices application design and development,อ.ปิยพล ยืนยงสถาวร,ทค1_201,lab,พฤหัสบดี,10
ENGSE608_sec1_lab,mobile devices application design and development,อ.ปิยพล ยืนยงสถาวร,ทค1_201,lab,พฤหัสบดี,11
ENGSE611_sec1,modern web,อ.ธนิต เกตุแก้ว,ทค2_101,theory,จันทร์,13
ENGSE611_sec1_lab,modern web,อ.ธนิต เกตุแก้ว,ทค1_205,lab,พฤหัสบดี,14
ENGSE611_sec1_lab,modern web,อ.ธนิต เกตุแก้ว,ทค1_205,lab,พฤหัสบดี,15
ENGSE611_sec1_lab,modern web,อ.ธนิต เกตุแก้ว,ทค1_205,lab,พฤหัสบดี,16
ENGSE611_sec1_lab,modern web,อ.ธนิต เกตุแก้ว,ทค1_205,lab,พฤหัสบดี,17
ENGSE611_sec2,modern web,อ.ธนิต เกตุแก้ว,ทค2_201,theory,พฤหัสบดี,19
ENGSE611_sec2_lab,modern web,อ.ธนิต เกตุแก้ว,ทค1_202,lab,ศุกร์,8
ENGSE611_sec2_lab,modern web,อ.ธนิต เกตุแก้ว,ทค1_202,lab,ศุกร์,9
ENGSE611_sec2_lab,modern web,อ.ธนิต เกตุแก้ว,ทค1_202,lab,ศุกร์,10
ENGSE611_sec2_lab,modern web,อ.ธนิต เกตุแก้ว,ทค1_202,lab,ศุกร์,11
MENEE504_sec1_lab,seminar,อ.จักรภพ ใหม่เสน,ทค1_205,lab,อังคาร,11
MENEE504_sec1_lab,seminar,อ.จักรภพ ใหม่เสน,ทค1_205,lab,อังคาร,12
MENEE504_sec2_lab,seminar,อ.จักรภพ ใหม่เสน,ทค2_101,lab,อาทิตย์,16
MENEE504_sec2_lab,seminar,อ.จักรภพ ใหม่เสน,ทค2_101,lab,อาทิตย์,17
MENEE504_sec3_lab,seminar,อ.สมนึก สุระธง,ทค1_101,lab,อาทิตย์,9
MENEE651_sec1,advanced digital engineering and internet of everything,อ.สมนึก สุระธง,ทค2_201,theory,อาทิตย์,14
MENEE651_sec1,advanced digital engineering and internet of everything,อ.สมนึก สุระธง,ทค2_201,theory,อาทิตย์,15
MENEE651_sec1,advanced digital engineering and internet of everything,อ.สมนึก สุระธง,ทค2_201,theory,อาทิตย์,16
MENEE652_sec1,artificial intelligence and machine learning,อ.จักรภพ ใหม่เสน,ทค1_201,theory,อาทิตย์,18
MENEE652_sec1,artificial intelligence and machine learning,อ.จักรภพ ใหม่เสน,ทค1_201,theory,อาทิตย์,19
MENEE652_sec2,artificial intelligence and machine learning,อ.สมนึก สุระธง,ทค2_201,theory,เสาร์,8
MENEE652_sec2,artificial intelligence and machine learning,อ.สมนึก สุระธง,ทค2_201,theory,เสาร์,9
MENEE655_sec1,digital image processing and computer vision,อ.จักรภพ ใหม่เสน,ทค2_201,theory,เสาร์,11
MENEE655_sec1,digital image processing and computer vision,อ.จักรภพ ใหม่เสน,ทค2_201,theory,เสาร์,12
MENEE655_sec1,digital image processing and computer vision,อ.จักรภพ ใหม่เสน,ทค2_201,theory,เสาร์,13
MENEE656_sec1,data and computer communication,อ.ประเสริฐ ลือโขง,ทค1_202,theory,อาทิตย์,8
MENEE656_sec1,data and computer communication,อ.ประเสริฐ ลือโขง,ทค1_202,theory,อาทิตย์,9
MENEE656_sec1,data and computer communication,อ.ประเสริฐ ลือโขง,ทค1_202,theory,อาทิตย์,10
MENEE661_sec1,selected topics in computer and netwok engineering,อ.ประเสริฐ ลือโขง,ทค2_101,theory,อาทิตย์,11
MENEE661_sec1,selected topics in computer and netwok engineering,อ.ประเสริฐ ลือโขง,ทค2_101,theory,อาทิตย์,12
MENEE661_sec1,selected topics in computer and netwok engineering,อ.ประเสริฐ ลือโขง,ทค2_101,theory,อาทิตย์,13
TEDCC814_sec1_lab,pre professional experience,อ.ปณต พุกกะพันธุ์,ทค1_201,lab,อาทิตย์,8
TEDCC814_sec1_lab,pre professional experience,อ.ปณต พุกกะพันธุ์,ทค1_201,lab,อาทิตย์,9
TEDCC814_sec1_lab,pre professional experience,อ.ปณต พุกกะพันธุ์,ทค1_201,lab,อาทิตย์,10
TEDCC814_sec1_lab,pre professional experience,อ.ปณต พุกกะพันธุ์,ทค1_201,lab,อาทิตย์,11
TEDCC814_sec1_lab,pre professional experience,อ.ปณต พุกกะพันธุ์,ทค1_201,lab,อาทิตย์,12
TEDCC814_sec1_lab,pre professional experience,อ.ปณต พุกกะพันธุ์,ทค1_201,lab,อาทิตย์,13
TEDCC814_sec1_lab,pre professional experience,อ.ปณต พุกกะพันธุ์,ทค1_201,lab,อาทิตย์,14
TEDCC814_sec1_lab,pre professional experience,อ.ปณต พุกกะพันธุ์,ทค1_201,lab,อาทิตย์,15
TEDCC814_sec1_lab,pre professional experience,อ.ปณต พุกกะพันธุ์,ทค1_201,lab,อาทิตย์,16
TEDEE303_sec1,data structure and algorithms,อ.อนุพงศ ไพโรจน,ทค2_301,theory,ศุกร์,12
TEDEE303_sec1,data structure and algorithms,อ.อนุพงศ ไพโรจน,ทค2_301,theory,ศุกร์,13
TEDEE303_sec1_lab,data structure and algorithms,อ.อนุพงศ ไพโรจน,ทค2_301,lab,พุธ,8
TEDEE303_sec1_lab,data structure and algorithms,อ.อนุพงศ ไพโรจน,ทค2_301,lab,พุธ,9
TEDEE303_sec1_lab,data structure and algorithms,อ.อนุพงศ ไพโรจน,ทค2_301,lab,พุธ,10
TEDEE311_sec1,computer technical,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค1_205,theory,ศุกร์,14
TEDEE311_sec1_lab,computer technical,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค2_101,lab,พฤหัสบดี,8
TEDEE311_sec1_lab,computer technical,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค2_101,lab,พฤหัสบดี,9
TEDEE311_sec1_lab,computer technical,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค2_101,lab,พฤหัสบดี,10
TEDEE311_sec1_lab,computer technical,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค2_101,lab,พฤหัสบดี,11
TEDEE311_sec1_lab,computer technical,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค2_101,lab,พฤหัสบดี,12
TEDEE311_sec1_lab,computer technical,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค2_101,lab,พฤหัสบดี,13
TEDEE324_sec1,selected topics in computer engineering,อ.อนุพงศ ไพโรจน,ทค2_301,theory,อังคาร,8
TEDEE324_sec1,selected topics in computer engineering,อ.อนุพงศ ไพโรจน,ทค2_301,theory,อังคาร,9
TEDEE324_sec1_lab,selected topics in computer engineering,อ.อนุพงศ ไพโรจน,ทค2_302,lab,พุธ,11
TEDEE324_sec1_lab,selected topics in computer engineering,อ.อนุพงศ ไพโรจน,ทค2_302,lab,พุธ,12
TEDEE324_sec1_lab,selected topics in computer engineering,อ.อนุพงศ ไพโรจน,ทค2_302,lab,พุธ,13
กิจกรรม,กิจกรรม,,,activity,พุธ,15
กิจกรรม,กิจกรรม,,,activity,พุธ,16
กีฬา,กีฬา,,,activity,ศุกร์,15
กีฬา,กีฬา,,,activity,ศุกร์,16
ปฐมนิเทศ,ปฐมนิเทศ,,,activity,จันทร์,15
ปฐมนิเทศ,ปฐมนิเทศ,,,activity,จันทร์,16
