รหัสวิชา,ชื่อวิชา,อาจารย์,ห้อง,ประเภท,วัน,ชั่วโมง
ENGCC304_sec7,computer programming,อ.อนันท์ ทับเกิด,ทค2_201,theory,อังคาร,0
ENGCC304_sec7_lab,computer programming,อ.อนันท์ ทับเกิด,ทค1_101,lab,ศุกร์,0
ENGCC304_sec7_lab,computer programming,อ.อนันท์ ทับเกิด,ทค1_101,lab,ศุกร์,0
ENGCC304_sec7_lab,computer programming,อ.อนันท์ ทับเกิด,ทค1_101,lab,ศุกร์,0
ENGCE106_sec1,data communication and networks,อ.อรรถพล วิเวก,ทค2_302,theory,ศุกร์,0
ENGCE106_sec1,data communication and networks,อ.อรรถพล วิเวก,ทค2_302,theory,ศุกร์,0
ENGCE106_sec1_lab,data communication and networks,อ.อรรถพล วิเวก,ทค2_301,lab,พฤหัสบดี,0
ENGCE106_sec1_lab,data communication and networks,อ.อรรถพล วิเวก,ทค2_301,lab,พฤหัสบดี,0
ENGCE106_sec1_lab,data communication and networks,อ.อรรถพล วิเวก,ทค2_301,lab,พฤหัสบดี,0
ENGCE106_sec2,data communication and networks,อ.อรรถพล วิเวก,ทค2_302,theory,ศุกร์,0
ENGCE106_sec2,data communication and networks,อ.อรรถพล วิเวก,ทค2_302,theory,ศุกร์,0
ENGCE106_sec2_lab,data communication and networks,อ.อรรถพล วิเวก,ทค2_302,lab,พุธ,0
ENGCE106_sec2_lab,data communication and networks,อ.อรรถพล วิเวก,ทค2_302,lab,พุธ,0
ENGCE106_sec2_lab,data communication and networks,อ.อรรถพล วิเวก,ทค2_302,lab,พุธ,0
ENGCE109_sec1,computer networks,อ.ภาณุเดช ทิพย์อักษร,ทค2_301,theory,พุธ,0
ENGCE109_sec1,computer networks,อ.ภาณุเดช ทิพย์อักษร,ทค2_301,theory,พุธ,0
ENGCE109_sec1_lab,computer networks,อ.ภาณุเดช ทิพย์อักษร,ทค2_301,lab,อังคาร,0
ENGCE109_sec1_lab,computer networks,อ.ภาณุเดช ทิพย์อักษร,ทค2_301,lab,อังคาร,0
ENGCE109_sec1_lab,computer networks,อ.ภาณุเดช ทิพย์อักษร,ทค2_301,lab,อังคาร,0
ENGCE110_sec1,computer and data security,อ.พิชิต ทนันชัย,ทค1_202,theory,อังคาร,0
ENGCE110_sec1,computer and data security,อ.พิชิต ทนันชัย,ทค1_202,theory,อังคาร,0
ENGCE110_sec1_lab,computer and data security,อ.พิชิต ทนันชัย,ทค1_205,lab,พฤหัสบดี,0
ENGCE110_sec1_lab,computer and data security,อ.พิชิต ทนันชัย,ทค1_205,lab,พฤหัสบดี,0
ENGCE110_sec1_lab,computer and data security,อ.พิชิต ทนันชัย,ทค1_205,lab,พฤหัสบดี,0
ENGCE110_sec1_lab,computer and data security,อ.พิชิต ทนันชัย,ทค1_205,lab,พฤหัสบดี,0
ENGCE110_sec1_lab,computer and data security,อ.พิชิต ทนันชัย,ทค1_205,lab,พฤหัสบดี,0
ENGCE110_sec1_lab,computer and data security,อ.พิชิต ทนันชัย,ทค1_205,lab,พฤหัสบดี,0
ENGCE110_sec2,computer and data security,อ.พิชิต ทนันชัย,ทค2_101,theory,อาทิตย์,0
ENGCE110_sec2,computer and data security,อ.พิชิต ทนันชัย,ทค2_101,theory,อาทิตย์,0
ENGCE110_sec2_lab,computer and data security,อ.พิชิต ทนันชัย,ทค1_201,lab,เสาร์,0
ENGCE110_sec2_lab,computer and data security,อ.พิชิต ทนันชัย,ทค1_201,lab,เสาร์,0
ENGCE110_sec2_lab,computer and data security,อ.พิชิต ทนันชัย,ทค1_201,lab,เสาร์,0
ENGCE114_sec1,computer engineering project,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค1_201,theory,จันทร์,0
ENGCE114_sec1_lab,computer engineering project,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค2_101,lab,จันทร์,0
ENGCE114_sec1_lab,computer engineering project,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค2_101,lab,จันทร์,0
ENGCE114_sec1_lab,computer engineering project,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค2_101,lab,จันทร์,0
ENGCE114_sec1_lab,computer engineering project,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค2_101,lab,จันทร์,0
ENGCE114_sec1_lab,computer engineering project,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค2_101,lab,จันทร์,0
ENGCE114_sec1_lab,computer engineering project,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค2_101,lab,จันทร์,0
ENGCE114_sec2,computer engineering project,อ.ปณต พุกกะพันธุ์,ทค2_101,theory,จันทร์,0
ENGCE114_sec2_lab,computer engineering project,อ.ปณต พุกกะพันธุ์,ทค1_205,lab,จันทร์,0
ENGCE114_sec2_lab,computer engineering project,อ.ปณต พุกกะพันธุ์,ทค1_205,lab,จันทร์,0
ENGCE114_sec2_lab,computer engineering project,อ.ปณต พุกกะพันธุ์,ทค1_205,lab,จันทร์,0
ENGCE114_sec2_lab,computer engineering project,อ.ปณต พุกกะพันธุ์,ทค1_205,lab,จันทร์,0
ENGCE114_sec2_lab,computer engineering project,อ.ปณต พุกกะพันธุ์,ทค1_205,lab,จันทร์,0
ENGCE114_sec2_lab,computer engineering project,อ.ปณต พุกกะพันธุ์,ทค1_205,lab,จันทร์,0
ENGCE114_sec3,computer engineering project,อ.ปณต พุกกะพันธุ์,ทค2_201,theory,พุธ,0
ENGCE114_sec3_lab,computer engineering project,อ.ปณต พุกกะพันธุ์,ทค2_101,lab,พฤหัสบดี,0
ENGCE114_sec3_lab,computer engineering project,อ.ปณต พุกกะพันธุ์,ทค2_101,lab,พฤหัสบดี,0
ENGCE114_sec3_lab,computer engineering project,อ.ปณต พุกกะพันธุ์,ทค2_101,lab,พฤหัสบดี,0
ENGCE114_sec3_lab,computer engineering project,อ.ปณต พุกกะพันธุ์,ทค2_101,lab,พฤหัสบดี,0
ENGCE114_sec3_lab,computer engineering project,อ.ปณต พุกกะพันธุ์,ทค2_101,lab,พฤหัสบดี,0
ENGCE114_sec3_lab,computer engineering project,อ.ปณต พุกกะพันธุ์,ทค2_101,lab,พฤหัสบดี,0
ENGCE118_sec1,discrete,อ.จักรภพ ใหม่เสน,ทค1_201,theory,อาทิตย์,0
ENGCE118_sec1,discrete,อ.จักรภพ ใหม่เสน,ทค1_201,theory,อาทิตย์,0
ENGCE118_sec1,discrete,อ.จักรภพ ใหม่เสน,ทค1_201,theory,อาทิตย์,0
ENGCE119_sec1,Prop Stat,อ.จักรภพ ใหม่เสน,ทค2_101,theory,พุธ,0
ENGCE119_sec1,Prop Stat,อ.จักรภพ ใหม่เสน,ทค2_101,theory,พุธ,0
ENGCE119_sec1,Prop Stat,อ.จักรภพ ใหม่เสน,ทค2_101,theory,พุธ,0
ENGCE119_sec2,Prop Stat,อ.จักรภพ ใหม่เสน,ทค1_101,theory,พฤหัสบดี,0
ENGCE119_sec2,Prop Stat,อ.จักรภพ ใหม่เสน,ทค1_101,theory,พฤหัสบดี,0
ENGCE119_sec2,Prop Stat,อ.จักรภพ ใหม่เสน,ทค1_101,theory,พฤหัสบดี,0
ENGCE119_sec3,Prop Stat,อ.จักรภพ ใหม่เสน,ทค1_101,theory,เสาร์,0
ENGCE119_sec3,Prop Stat,อ.จักรภพ ใหม่เสน,ทค1_101,theory,เสาร์,0
ENGCE119_sec3,Prop Stat,อ.จักรภพ ใหม่เสน,ทค1_101,theory,เสาร์,0
ENGCE119_sec4,Prop Stat,อ.ประเสริฐ ลือโขง,ทค2_201,theory,พุธ,0
ENGCE119_sec4,Prop Stat,อ.ประเสริฐ ลือโขง,ทค2_201,theory,พุธ,0
ENGCE119_sec4,Prop Stat,อ.ประเสริฐ ลือโขง,ทค2_201,theory,พุธ,0
ENGCE122_sec1,micro and interfacce,อ.อรรถพล วิเวก,ทค2_301,theory,ศุกร์,0
ENGCE122_sec1,micro and interfacce,อ.อรรถพล วิเวก,ทค2_301,theory,ศุกร์,0
ENGCE122_sec1_lab,micro and interfacce,อ.อรรถพล วิเวก,ทค2_301,lab,จันทร์,0
ENGCE122_sec1_lab,micro and interfacce,อ.อรรถพล วิเวก,ทค2_301,lab,จันทร์,0
ENGCE122_sec1_lab,micro and interfacce,อ.อรรถพล วิเวก,ทค2_301,lab,จันทร์,0
ENGCE122_sec1_lab,micro and interfacce,อ.อรรถพล วิเวก,ทค2_301,lab,จันทร์,0
ENGCE122_sec1_lab,micro and interfacce,อ.อรรถพล วิเวก,ทค2_301,lab,จันทร์,0
ENGCE122_sec1_lab,micro and interfacce,อ.อรรถพล วิเวก,ทค2_301,lab,จันทร์,0
ENGCE122_sec2,micro and interfacce,อ.อรรถพล วิเวก,ทค2_301,theory,อังคาร,0
ENGCE122_sec2,micro and interfacce,อ.อรรถพล วิเวก,ทค2_301,theory,อังคาร,0
ENGCE122_sec2_lab,micro and interfacce,อ.อรรถพล วิเวก,ทค2_301,lab,อาทิตย์,0
ENGCE122_sec2_lab,micro and interfacce,อ.อรรถพล วิเวก,ทค2_301,lab,อาทิตย์,0
ENGCE122_sec2_lab,micro and interfacce,อ.อรรถพล วิเวก,ทค2_301,lab,อาทิตย์,0
ENGCE123_sec1,embedded systems and internet of everything,อ.ภาณุเดช ทิพย์อักษร,ทค2_302,theory,จันทร์,0
ENGCE123_sec1,embedded systems and internet of everything,อ.ภาณุเดช ทิพย์อักษร,ทค2_302,theory,จันทร์,0
ENGCE123_sec1_lab,embedded systems and internet of everything,อ.ภาณุเดช ทิพย์อักษร,ทค2_302,lab,พฤหัสบดี,0
ENGCE123_sec1_lab,embedded systems and internet of everything,อ.ภาณุเดช ทิพย์อักษร,ทค2_302,lab,พฤหัสบดี,0
ENGCE123_sec1_lab,embedded systems and internet of everything,อ.ภาณุเดช ทิพย์อักษร,ทค2_302,lab,พฤหัสบดี,0
ENGCE124_sec1,data structures and algorithms,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค1_202,theory,ศุกร์,0
ENGCE124_sec1,data structures and algorithms,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค1_202,theory,ศุกร์,0
ENGCE124_sec2,data structures and algorithms,อ.ปิยพล ยืนยงสถาวร,ทค1_201,theory,อาทิตย์,0
ENGCE124_sec2,data structures and algorithms,อ.ปิยพล ยืนยงสถาวร,ทค1_201,theory,อาทิตย์,0
ENGCE124_sec2_lab,data structures and algorithms,อ.ปิยพล ยืนยงสถาวร,ทค2_201,lab,อาทิตย์,0
ENGCE124_sec2_lab,data structures and algorithms,อ.ปิยพล ยืนยงสถาวร,ทค2_201,lab,อาทิตย์,0
ENGCE124_sec2_lab,data structures and algorithms,อ.ปิยพล ยืนยงสถาวร,ทค2_201,lab,อาทิตย์,0
ENGCE124_sec3,data structures and algorithms,อาจารยนุรักษ์ ไชยศรี,ทค2_201,theory,อังคาร,0
ENGCE124_sec3,data structures and algorithms,อาจารยนุรักษ์ ไชยศรี,ทค2_201,theory,อังคาร,0
ENGCE124_sec3_lab,data structures and algorithms,อาจารยนุรักษ์ ไชยศรี,ทค2_101,lab,อังคาร,0
ENGCE124_sec3_lab,data structures and algorithms,อาจารยนุรักษ์ ไชยศรี,ทค2_101,lab,อังคาร,0
ENGCE124_sec3_lab,data structures and algorithms,อาจารยนุรักษ์ ไชยศรี,ทค2_101,lab,อังคาร,0
ENGCE124_sec4,data structures and algorithms,อาจารยนุรักษ์ ไชยศรี,ทค1_205,theory,ศุกร์,0
ENGCE124_sec4,data structures and algorithms,อาจารยนุรักษ์ ไชยศรี,ทค1_205,theory,ศุกร์,0
ENGCE124_sec4_lab,data structures and algorithms,อาจารยนุรักษ์ ไชยศรี,ทค1_201,lab,ศุกร์,0
ENGCE124_sec4_lab,data structures and algorithms,อาจารยนุรักษ์ ไชยศรี,ทค1_201,lab,ศุกร์,0
ENGCE124_sec4_lab,data structures and algorithms,อาจารยนุรักษ์ ไชยศรี,ทค1_201,lab,ศุกร์,0
ENGCE124_sec5,data structures and algorithms,อาจารยนุรักษ์ ไชยศรี,ทค1_201,theory,พุธ,0
ENGCE124_sec5,data structures and algorithms,อาจารยนุรักษ์ ไชยศรี,ทค1_201,theory,พุธ,0
ENGCE124_sec5_lab,data structures and algorithms,อาจารยนุรักษ์ ไชยศรี,ทค1_205,lab,ศุกร์,0
ENGCE124_sec5_lab,data structures and algorithms,อาจารยนุรักษ์ ไชยศรี,ทค1_205,lab,ศุกร์,0
ENGCE124_sec5_lab,data structures and algorithms,อาจารยนุรักษ์ ไชยศรี,ทค1_205,lab,ศุกร์,0
ENGCE124_sec6,data structures and algorithms,อาจารยนุรักษ์ ไชยศรี,ทค2_101,theory,พฤหัสบดี,0
ENGCE124_sec6,data structures and algorithms,อาจารยนุรักษ์ ไชยศรี,ทค2_101,theory,พฤหัสบดี,0
ENGCE124_sec6_lab,data structures and algorithms,อาจารยนุรักษ์ ไชยศรี,ทค1_101,lab,อังคาร,0
ENGCE124_sec6_lab,data structures and algorithms,อาจารยนุรักษ์ ไชยศรี,ทค1_101,lab,อังคาร,0
ENGCE124_sec6_lab,data structures and algorithms,อาจารยนุรักษ์ ไชยศรี,ทค1_101,lab,อังคาร,0
ENGCE125_sec1,operating systems,อ.ปิยพล ยืนยงสถาวร,ทค1_205,theory,อังคาร,0
ENGCE125_sec1,operating systems,อ.ปิยพล ยืนยงสถาวร,ทค1_205,theory,อังคาร,0
ENGCE125_sec1_lab,operating systems,อ.ปิยพล ยืนยงสถาวร,ทค1_205,lab,พุธ,0
ENGCE125_sec1_lab,operating systems,อ.ปิยพล ยืนยงสถาวร,ทค1_205,lab,พุธ,0
ENGCE125_sec1_lab,operating systems,อ.ปิยพล ยืนยงสถาวร,ทค1_205,lab,พุธ,0
ENGCE126_sec1,database systems,อ.ขวัญชัย เอื้อวิริยานุกูล,ทค2_101,theory,อังคาร,0
ENGCE126_sec1,database systems,อ.ขวัญชัย เอื้อวิริยานุกูล,ทค2_101,theory,อังคาร,0
ENGCE126_sec1_lab,database systems,อ.ขวัญชัย เอื้อวิริยานุกูล,ทค1_101,lab,พฤหัสบดี,0
ENGCE126_sec1_lab,database systems,อ.ขวัญชัย เอื้อวิริยานุกูล,ทค1_101,lab,พฤหัสบดี,0
ENGCE126_sec1_lab,database systems,อ.ขวัญชัย เอื้อวิริยานุกูล,ทค1_101,lab,พฤหัสบดี,0
ENGCE127_sec1,SA,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค1_101,theory,พุธ,0
ENGCE127_sec1,SA,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค1_101,theory,พุธ,0
ENGCE127_sec1,SA,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค1_101,theory,พุธ,0
ENGCE127_sec2,SA,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค2_201,theory,พฤหัสบดี,0
ENGCE127_sec2,SA,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค2_201,theory,พฤหัสบดี,0
ENGCE127_sec2,SA,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค2_201,theory,พฤหัสบดี,0
ENGCE127_sec3,SA,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค2_101,theory,อาทิตย์,0
ENGCE127_sec3,SA,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค2_101,theory,อาทิตย์,0
ENGCE127_sec3,SA,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค2_101,theory,อาทิตย์,0
ENGCE134_sec1,network security,อ.ภาณุเดช ทิพย์อักษร,ทค2_301,theory,พุธ,0
ENGCE134_sec1,network security,อ.ภาณุเดช ทิพย์อักษร,ทค2_301,theory,พุธ,0
ENGCE134_sec1_lab,network security,อ.ภาณุเดช ทิพย์อักษร,ทค2_302,lab,พุธ,0
ENGCE134_sec1_lab,network security,อ.ภาณุเดช ทิพย์อักษร,ทค2_302,lab,พุธ,0
ENGCE134_sec2_lab,network security,อ.อนุพงศ ไพโรจน,ทค2_301,lab,จันทร์,0
ENGCE137_sec1,unix system administration,อ.ภาณุเดช ทิพย์อักษร,ทค2_302,theory,พุธ,0
ENGCE137_sec1_lab,unix system administration,อ.ภาณุเดช ทิพย์อักษร,ทค2_302,lab,ศุกร์,0
ENGCE137_sec2_lab,unix system administration,อ.อนุพงศ ไพโรจน,ทค2_302,lab,จันทร์,0
ENGCE137_sec2_lab,unix system administration,อ.อนุพงศ ไพโรจน,ทค2_302,lab,จันทร์,0
ENGCE137_sec2_lab,unix system administration,อ.อนุพงศ ไพโรจน,ทค2_302,lab,จันทร์,0
ENGCE137_sec2_lab,unix system administration,อ.อนุพงศ ไพโรจน,ทค2_302,lab,จันทร์,0
ENGCE137_sec2_lab,unix system administration,อ.อนุพงศ ไพโรจน,ทค2_302,lab,จันทร์,0
ENGCE200_sec1,digital system design,อ.สมนึก สุระธง,ทค1_101,theory,อังคาร,0
ENGCE200_sec1,digital system design,อ.สมนึก สุระธง,ทค1_101,theory,อังคาร,0
ENGCE200_sec1_lab,digital system design,อ.สมนึก สุระธง,ทค2_201,lab,จันทร์,0
ENGCE200_sec1_lab,digital system design,อ.สมนึก สุระธง,ทค2_201,lab,จันทร์,0
ENGCE200_sec1_lab,digital system design,อ.สมนึก สุระธง,ทค2_201,lab,จันทร์,0
ENGCE200_sec1_lab,digital system design,อ.สมนึก สุระธง,ทค2_201,lab,จันทร์,0
ENGCE200_sec1_lab,digital system design,อ.สมนึก สุระธง,ทค2_201,lab,จันทร์,0
ENGCE200_sec1_lab,digital system design,อ.สมนึก สุระธง,ทค2_201,lab,จันทร์,0
ENGCE200_sec2,digital system design,อ.สมนึก สุระธง,ทค1_202,theory,อาทิตย์,0
ENGCE200_sec2,digital system design,อ.สมนึก สุระธง,ทค1_202,theory,อาทิตย์,0
ENGCE200_sec2_lab,digital system design,อ.สมนึก สุระธง,ทค1_101,lab,ศุกร์,0
ENGCE200_sec2_lab,digital system design,อ.สมนึก สุระธง,ทค1_101,lab,ศุกร์,0
ENGCE200_sec2_lab,digital system design,อ.สมนึก สุระธง,ทค1_101,lab,ศุกร์,0
ENGCE306_sec1,Web programming,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค2_201,theory,อังคาร,0
ENGCE306_sec1,Web programming,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค2_201,theory,อังคาร,0
ENGCE306_sec1_lab,Web programming,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค2_101,lab,จันทร์,0
ENGCE306_sec1_lab,Web programming,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค2_101,lab,จันทร์,0
ENGCE306_sec1_lab,Web programming,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค2_101,lab,จันทร์,0
ENGCE307_sec1,App Dev,อ.อนันท์ ทับเกิด,ทค1_202,theory,อังคาร,0
ENGCE307_sec1,App Dev,อ.อนันท์ ทับเกิด,ทค1_202,theory,อังคาร,0
ENGCE307_sec1_lab,App Dev,อ.อนันท์ ทับเกิด,ทค1_202,lab,พุธ,0
ENGCE307_sec1_lab,App Dev,อ.อนันท์ ทับเกิด,ทค1_202,lab,พุธ,0
ENGCE307_sec1_lab,App Dev,อ.อนันท์ ทับเกิด,ทค1_202,lab,พุธ,0
ENGCE3174_sec1,OOP,อ.กิตตินันท น้อยมณี,ทค1_205,theory,อาทิตย์,0
ENGCE3174_sec1,OOP,อ.กิตตินันท น้อยมณี,ทค1_205,theory,อาทิตย์,0
ENGCE3174_sec1_lab,OOP,อ.กิตตินันท น้อยมณี,ทค1_205,lab,อาทิตย์,0
ENGCE3174_sec1_lab,OOP,อ.กิตตินันท น้อยมณี,ทค1_205,lab,อาทิตย์,0
ENGCE3174_sec1_lab,OOP,อ.กิตตินันท น้อยมณี,ทค1_205,lab,อาทิตย์,0
ENGCE400_sec1,AI ML,อ.ขวัญชัย เอื้อวิริยานุกูล,ทค1_101,theory,อังคาร,0
ENGCE400_sec1,AI ML,อ.ขวัญชัย เอื้อวิริยานุกูล,ทค1_101,theory,อังคาร,0
ENGCE400_sec1_lab,AI ML,อ.ขวัญชัย เอื้อวิริยานุกูล,ทค1_202,lab,จันทร์,0
ENGCE400_sec1_lab,AI ML,อ.ขวัญชัย เอื้อวิริยานุกูล,ทค1_202,lab,จันทร์,0
ENGCE400_sec1_lab,AI ML,อ.ขวัญชัย เอื้อวิริยานุกูล,ทค1_202,lab,จันทร์,0
ENGCE400_sec2,AI ML,อ.ขวัญชัย เอื้อวิริยานุกูล,ทค2_201,theory,ศุกร์,0
ENGCE400_sec2,AI ML,อ.ขวัญชัย เอื้อวิริยานุกูล,ทค2_201,theory,ศุกร์,0
ENGCE400_sec2_lab,AI ML,อ.ขวัญชัย เอื้อวิริยานุกูล,ทค2_201,lab,พฤหัสบดี,0
ENGCE400_sec2_lab,AI ML,อ.ขวัญชัย เอื้อวิริยานุกูล,ทค2_201,lab,พฤหัสบดี,0
ENGCE400_sec2_lab,AI ML,อ.ขวัญชัย เอื้อวิริยานุกูล,ทค2_201,lab,พฤหัสบดี,0
ENGCE400_sec3,AI ML,อ.ปณต พุกกะพันธุ์,ทค1_201,theory,อังคาร,0
ENGCE400_sec3,AI ML,อ.ปณต พุกกะพันธุ์,ทค1_201,theory,อังคาร,0
ENGCE405_sec1,Deep learning,อ.ขวัญชัย เอื้อวิริยานุกูล,ทค1_202,theory,ศุกร์,0
ENGCE405_sec1,Deep learning,อ.ขวัญชัย เอื้อวิริยานุกูล,ทค1_202,theory,ศุกร์,0
ENGCE405_sec1_lab,Deep learning,อ.ขวัญชัย เอื้อวิริยานุกูล,ทค1_205,lab,พุธ,0
ENGCE405_sec1_lab,Deep learning,อ.ขวัญชัย เอื้อวิริยานุกูล,ทค1_205,lab,พุธ,0
ENGCE405_sec1_lab,Deep learning,อ.ขวัญชัย เอื้อวิริยานุกูล,ทค1_205,lab,พุธ,0
ENGCE406_sec1,natural language processing,อ.ประเสริฐ ลือโขง,ทค2_201,theory,อังคาร,0
ENGCE406_sec1,natural language processing,อ.ประเสริฐ ลือโขง,ทค2_201,theory,อังคาร,0
ENGCE406_sec1_lab,natural language processing,อ.ประเสริฐ ลือโขง,ทค1_201,lab,อังคาร,0
ENGCE406_sec1_lab,natural language processing,อ.ประเสริฐ ลือโขง,ทค1_201,lab,อังคาร,0
ENGCE406_sec1_lab,natural language processing,อ.ประเสริฐ ลือโขง,ทค1_201,lab,อังคาร,0
ENGCE408_sec1,pattern recognition,พิม,ทค2_201,theory,พุธ,0
ENGCE408_sec1,pattern recognition,พิม,ทค2_201,theory,พุธ,0
ENGCE408_sec2,pattern recognition,พิมมี่,ทค2_201,theory,ศุกร์,0
ENGCE408_sec2,pattern recognition,พิมมี่,ทค2_201,theory,ศุกร์,0
ENGCE408_sec3,pattern recognition,อ.สมนึก สุระธง,ทค1_202,theory,พฤหัสบดี,0
ENGCE408_sec3,pattern recognition,อ.สมนึก สุระธง,ทค1_202,theory,พฤหัสบดี,0
ENGCE408_sec3,pattern recognition,อ.สมนึก สุระธง,ทค1_202,theory,พฤหัสบดี,0
ENGEE105_sec1,คอม,บิว,ทค2_201,theory,อังคาร,0
ENGEE105_sec1,คอม,บิว,ทค2_201,theory,อังคาร,0
ENGEE105_sec1,คอม,บิว,ทค2_201,theory,อังคาร,0
ENGEE105_sec1_lab,คอม,บิว,ทค2_201,lab,พฤหัสบดี,0
