รหัสวิชา,ชื่อวิชา,อาจารย์,ห้อง,ประเภท,วัน,ชั่วโมง
ENGEE105_sec1_lab,คอม,บิว,ทค2_201,lab,พฤหัสบดี,0
ENGEE106_sec1,electrical instruments and measurements,อ.สัญญา อุทธโยธา,ทค1_202,theory,อังคาร,0
ENGEE106_sec1,electrical instruments and measurements,อ.สัญญา อุทธโยธา,ทค1_202,theory,อังคาร,0
ENGEE106_sec1_lab,electrical instruments and measurements,อ.สัญญา อุทธโยธา,ทค2_101,lab,พุธ,0
ENGEE106_sec1_lab,electrical instruments and measurements,อ.สัญญา อุทธโยธา,ทค2_101,lab,พุธ,0
ENGEE106_sec1_lab,electrical instruments and measurements,อ.สัญญา อุทธโยธา,ทค2_101,lab,พุธ,0
ENGEE106_sec2,electrical instruments and measurements,อ.สัญญา อุทธโยธา,ทค1_101,theory,อาทิตย์,0
ENGEE106_sec2,electrical instruments and measurements,อ.สัญญา อุทธโยธา,ทค1_101,theory,อาทิตย์,0
ENGEE106_sec2_lab,electrical instruments and measurements,อ.สัญญา อุทธโยธา,ทค1_205,lab,อังคาร,0
ENGEE106_sec2_lab,electrical instruments and measurements,อ.สัญญา อุทธโยธา,ทค1_205,lab,อังคาร,0
ENGEE106_sec2_lab,electrical instruments and measurements,อ.สัญญา อุทธโยธา,ทค1_205,lab,อังคาร,0
ENGEE106_sec3,electrical instruments and measurements,อ.สิทธิศักดิ์ ยี่ยวน,ทค1_205,theory,พุธ,0
ENGEE106_sec3_lab,electrical instruments and measurements,อ.สิทธิศักดิ์ ยี่ยวน,ทค1_202,lab,จันทร์,0
ENGEE106_sec3_lab,electrical instruments and measurements,อ.สิทธิศักดิ์ ยี่ยวน,ทค1_202,lab,จันทร์,0
ENGEE106_sec3_lab,electrical instruments and measurements,อ.สิทธิศักดิ์ ยี่ยวน,ทค1_202,lab,จันทร์,0
ENGEE106_sec3_lab,electrical instruments and measurements,อ.สิทธิศักดิ์ ยี่ยวน,ทค1_202,lab,จันทร์,0
ENGEE106_sec3_lab,electrical instruments and measurements,อ.สิทธิศักดิ์ ยี่ยวน,ทค1_202,lab,จันทร์,0
ENGEE106_sec3_lab,electrical instruments and measurements,อ.สิทธิศักดิ์ ยี่ยวน,ทค1_202,lab,จันทร์,0
ENGEE161_sec1,Logic Desige,อ.ปณต พุกกะพันธุ์,ทค1_101,theory,อังคาร,0
ENGEE161_sec1,Logic Desige,อ.ปณต พุกกะพันธุ์,ทค1_101,theory,อังคาร,0
ENGEE161_sec1_lab,Logic Desige,อ.ปณต พุกกะพันธุ์,ทค1_201,lab,พฤหัสบดี,0
ENGEE161_sec1_lab,Logic Desige,อ.ปณต พุกกะพันธุ์,ทค1_201,lab,พฤหัสบดี,0
ENGEE161_sec1_lab,Logic Desige,อ.ปณต พุกกะพันธุ์,ทค1_201,lab,พฤหัสบดี,0
ENGEE161_sec1_lab,Logic Desige,อ.ปณต พุกกะพันธุ์,ทค1_201,lab,พฤหัสบดี,0
ENGEE161_sec1_lab,Logic Desige,อ.ปณต พุกกะพันธุ์,ทค1_201,lab,พฤหัสบดี,0
ENGEE161_sec1_lab,Logic Desige,อ.ปณต พุกกะพันธุ์,ทค1_201,lab,พฤหัสบดี,0
ENGEE161_sec2,Logic Desige,อ.ปณต พุกกะพันธุ์,ทค2_201,theory,อาทิตย์,0
ENGEE161_sec2,Logic Desige,อ.ปณต พุกกะพันธุ์,ทค2_201,theory,อาทิตย์,0
ENGEE161_sec2_lab,Logic Desige,อ.ปณต พุกกะพันธุ์,ทค2_101,lab,ศุกร์,0
ENGEE161_sec2_lab,Logic Desige,อ.ปณต พุกกะพันธุ์,ทค2_101,lab,ศุกร์,0
ENGEE161_sec2_lab,Logic Desige,อ.ปณต พุกกะพันธุ์,ทค2_101,lab,ศุกร์,0
ENGEE501_sec1,electric circuits,อ.สมนึก สุระธง,ทค1_302,theory,จันทร์,0
ENGEE501_sec1,electric circuits,อ.สมนึก สุระธง,ทค1_302,theory,จันทร์,0
ENGEE501_sec1,electric circuits,อ.สมนึก สุระธง,ทค1_302,theory,จันทร์,0
ENGEE501_sec2,electric circuits,อ.สมนึก สุระธง,ทค1_301,theory,พฤหัสบดี,0
ENGEE501_sec2,electric circuits,อ.สมนึก สุระธง,ทค1_301,theory,พฤหัสบดี,0
ENGEE501_sec2,electric circuits,อ.สมนึก สุระธง,ทค1_301,theory,พฤหัสบดี,0
ENGEE502_sec1,ไฟฟ้า,เอก,ทค1_101,theory,จันทร์,0
ENGEE502_sec1,ไฟฟ้า,เอก,ทค1_101,theory,จันทร์,0
ENGEE502_sec1,ไฟฟ้า,เอก,ทค1_101,theory,จันทร์,0
ENGEE502_sec2,ไฟฟ้า,เอก,ทค1_101,theory,พุธ,0
ENGEE502_sec2,ไฟฟ้า,เอก,ทค1_101,theory,พุธ,0
ENGEE502_sec2,ไฟฟ้า,เอก,ทค1_101,theory,พุธ,0
ENGEE502_sec3,electrical engineering mathematics,อ.จักรภพ ใหม่เสน,ทค2_201,theory,พฤหัสบดี,0
ENGEE502_sec3,electrical engineering mathematics,อ.จักรภพ ใหม่เสน,ทค2_201,theory,พฤหัสบดี,0
ENGEE502_sec3,electrical engineering mathematics,อ.จักรภพ ใหม่เสน,ทค2_201,theory,พฤหัสบดี,0
ENGEE502_sec4,electrical engineering mathematics,อ.จักรภพ ใหม่เสน,ทค2_101,theory,พฤหัสบดี,0
ENGEE502_sec4,electrical engineering mathematics,อ.จักรภพ ใหม่เสน,ทค2_101,theory,พฤหัสบดี,0
ENGEE502_sec4,electrical engineering mathematics,อ.จักรภพ ใหม่เสน,ทค2_101,theory,พฤหัสบดี,0
ENGEE502_sec5,electrical engineering mathematics,อ.จักรภพ ใหม่เสน,ทค2_101,theory,เสาร์,0
ENGEE502_sec5,electrical engineering mathematics,อ.จักรภพ ใหม่เสน,ทค2_101,theory,เสาร์,0
ENGEE502_sec5,electrical engineering mathematics,อ.จักรภพ ใหม่เสน,ทค2_101,theory,เสาร์,0
ENGSE121_sec1,computer architecture and organization,อ.อนุพงศ ไพโรจน,ทค2_302,theory,อังคาร,0
ENGSE121_sec1,computer architecture and organization,อ.อนุพงศ ไพโรจน,ทค2_302,theory,อังคาร,0
ENGSE121_sec1_lab,computer architecture and organization,อ.อนุพงศ ไพโรจน,ทค2_301,lab,จันทร์,0
ENGSE121_sec1_lab,computer architecture and organization,อ.อนุพงศ ไพโรจน,ทค2_301,lab,จันทร์,0
ENGSE121_sec1_lab,computer architecture and organization,อ.อนุพงศ ไพโรจน,ทค2_301,lab,จันทร์,0
ENGSE121_sec2,computer architecture and organization,อ.อนุพงศ ไพโรจน,ทค2_301,theory,พุธ,0
ENGSE121_sec2,computer architecture and organization,อ.อนุพงศ ไพโรจน,ทค2_301,theory,พุธ,0
ENGSE121_sec2_lab,computer architecture and organization,อ.อนุพงศ ไพโรจน,ทค2_302,lab,พฤหัสบดี,0
ENGSE121_sec2_lab,computer architecture and organization,อ.อนุพงศ ไพโรจน,ทค2_302,lab,พฤหัสบดี,0
ENGSE121_sec2_lab,computer architecture and organization,อ.อนุพงศ ไพโรจน,ทค2_302,lab,พฤหัสบดี,0
ENGSE128_sec1_lab,pre co operative,อ.อนุพงศ ไพโรจน,ทค2_301,lab,พฤหัสบดี,0
ENGSE128_sec1_lab,pre co operative,อ.อนุพงศ ไพโรจน,ทค2_301,lab,พฤหัสบดี,0
ENGSE128_sec1_lab,pre co operative,อ.อนุพงศ ไพโรจน,ทค2_301,lab,พฤหัสบดี,0
ENGSE128_sec2_lab,pre co operative,อ.อรรถพล วิเวก,ทค2_302,lab,พฤหัสบดี,0
ENGSE128_sec2_lab,pre co operative,อ.อรรถพล วิเวก,ทค2_302,lab,พฤหัสบดี,0
ENGSE128_sec2_lab,pre co operative,อ.อรรถพล วิเวก,ทค2_302,lab,พฤหัสบดี,0
ENGSE200_sec1,solfware engineer,อ.สัญญา อุทธโยธา,ทค1_201,theory,จันทร์,0
ENGSE200_sec1,solfware engineer,อ.สัญญา อุทธโยธา,ทค1_201,theory,จันทร์,0
ENGSE200_sec1,solfware engineer,อ.สัญญา อุทธโยธา,ทค1_201,theory,จันทร์,0
ENGSE200_sec2,solfware engineer,อ.สัญญา อุทธโยธา,ทค1_101,theory,ศุกร์,0
ENGSE200_sec2,solfware engineer,อ.สัญญา อุทธโยธา,ทค1_101,theory,ศุกร์,0
ENGSE200_sec2,solfware engineer,อ.สัญญา อุทธโยธา,ทค1_101,theory,ศุกร์,0
ENGSE200_sec3,solfware engineer,อ.สัญญา อุทธโยธา,ทค1_202,theory,พฤหัสบดี,0
ENGSE200_sec3,solfware engineer,อ.สัญญา อุทธโยธา,ทค1_202,theory,พฤหัสบดี,0
ENGSE200_sec3,solfware engineer,อ.สัญญา อุทธโยธา,ทค1_202,theory,พฤหัสบดี,0
ENGSE201_sec1,laws and ethics in information technology,อ.สัญญา อุทธโยธา,ทค2_101,theory,พุธ,0
ENGSE201_sec2,laws and ethics in information technology,อ.สัญญา อุทธโยธา,ทค1_101,theory,ศุกร์,0
ENGSE201_sec3,laws and ethics in information technology,อ.สัญญา อุทธโยธา,ทค1_205,theory,จันทร์,0
ENGSE203_sec1,computer programming for software engineer,อ.ธนิต เกตุแก้ว,ทค1_202,theory,อังคาร,0
ENGSE203_sec1_lab,computer programming for software engineer,อ.ธนิต เกตุแก้ว,ทค1_101,lab,จันทร์,0
ENGSE203_sec1_lab,computer programming for software engineer,อ.ธนิต เกตุแก้ว,ทค1_101,lab,จันทร์,0
ENGSE203_sec1_lab,computer programming for software engineer,อ.ธนิต เกตุแก้ว,ทค1_101,lab,จันทร์,0
ENGSE203_sec1_lab,computer programming for software engineer,อ.ธนิต เกตุแก้ว,ทค1_101,lab,จันทร์,0
ENGSE203_sec2,computer programming for software engineer,อ.ธนิต เกตุแก้ว,ทค1_205,theory,อังคาร,0
ENGSE203_sec2_lab,computer programming for software engineer,อ.ธนิต เกตุแก้ว,ทค1_201,lab,พุธ,0
ENGSE203_sec2_lab,computer programming for software engineer,อ.ธนิต เกตุแก้ว,ทค1_201,lab,พุธ,0
ENGSE203_sec2_lab,computer programming for software engineer,อ.ธนิต เกตุแก้ว,ทค1_201,lab,พุธ,0
ENGSE203_sec2_lab,computer programming for software engineer,อ.ธนิต เกตุแก้ว,ทค1_201,lab,พุธ,0
ENGSE205_sec1,software process and quality assurance,อ.สัญญา อุทธโยธา,ทค1_205,theory,อังคาร,0
ENGSE205_sec1,software process and quality assurance,อ.สัญญา อุทธโยธา,ทค1_205,theory,อังคาร,0
ENGSE205_sec1_lab,software process and quality assurance,อ.สัญญา อุทธโยธา,ทค1_202,lab,พุธ,0
ENGSE205_sec1_lab,software process and quality assurance,อ.สัญญา อุทธโยธา,ทค1_202,lab,พุธ,0
ENGSE205_sec1_lab,software process and quality assurance,อ.สัญญา อุทธโยธา,ทค1_202,lab,พุธ,0
ENGSE206_sec1,solfware requirement,อ.ธนิต เกตุแก้ว,ทค2_101,theory,อังคาร,0
ENGSE206_sec1,solfware requirement,อ.ธนิต เกตุแก้ว,ทค2_101,theory,อังคาร,0
ENGSE206_sec1_lab,solfware requirement,อ.ธนิต เกตุแก้ว,ทค1_205,lab,จันทร์,0
ENGSE206_sec1_lab,solfware requirement,อ.ธนิต เกตุแก้ว,ทค1_205,lab,จันทร์,0
ENGSE206_sec1_lab,solfware requirement,อ.ธนิต เกตุแก้ว,ทค1_205,lab,จันทร์,0
ENGSE206_sec2,solfware requirement,อ.ธนิต เกตุแก้ว,ทค1_205,theory,พฤหัสบดี,0
ENGSE206_sec2,solfware requirement,อ.ธนิต เกตุแก้ว,ทค1_205,theory,พฤหัสบดี,0
ENGSE206_sec2_lab,solfware requirement,อ.ธนิต เกตุแก้ว,ทค1_201,lab,พุธ,0
ENGSE206_sec2_lab,solfware requirement,อ.ธนิต เกตุแก้ว,ทค1_201,lab,พุธ,0
ENGSE206_sec2_lab,solfware requirement,อ.ธนิต เกตุแก้ว,ทค1_201,lab,พุธ,0
ENGSE211_sec1_lab,seminar in software engineering,อ.สัญญา อุทธโยธา,ทค1_201,lab,ศุกร์,0
ENGSE211_sec1_lab,seminar in software engineering,อ.สัญญา อุทธโยธา,ทค1_201,lab,ศุกร์,0
ENGSE211_sec1_lab,seminar in software engineering,อ.สัญญา อุทธโยธา,ทค1_201,lab,ศุกร์,0
ENGSE214_sec1,intro cyber,อ.ธนิต เกตุแก้ว,ทค1_101,theory,พุธ,0
ENGSE214_sec1,intro cyber,อ.ธนิต เกตุแก้ว,ทค1_101,theory,พุธ,0
ENGSE214_sec1,intro cyber,อ.ธนิต เกตุแก้ว,ทค1_101,theory,พุธ,0
ENGSE214_sec2,intro cyber,อ.ธนิต เกตุแก้ว,ทค1_202,theory,พฤหัสบดี,0
ENGSE214_sec2,intro cyber,อ.ธนิต เกตุแก้ว,ทค1_202,theory,พฤหัสบดี,0
ENGSE214_sec2,intro cyber,อ.ธนิต เกตุแก้ว,ทค1_202,theory,พฤหัสบดี,0
ENGSE217_sec1,data communication and network,อ.ปิยพล ยืนยงสถาวร,ทค1_201,theory,จันทร์,0
ENGSE217_sec1,data communication and network,อ.ปิยพล ยืนยงสถาวร,ทค1_201,theory,จันทร์,0
ENGSE217_sec1_lab,data communication and network,อ.ปิยพล ยืนยงสถาวร,ทค2_101,lab,ศุกร์,0
ENGSE217_sec1_lab,data communication and network,อ.ปิยพล ยืนยงสถาวร,ทค2_101,lab,ศุกร์,0
ENGSE217_sec1_lab,data communication and network,อ.ปิยพล ยืนยงสถาวร,ทค2_101,lab,ศุกร์,0
ENGSE217_sec2,data communication and network,อ.ปิยพล ยืนยงสถาวร,ทค1_202,theory,ศุกร์,0
ENGSE217_sec2,data communication and network,อ.ปิยพล ยืนยงสถาวร,ทค1_202,theory,ศุกร์,0
ENGSE217_sec2_lab,data communication and network,อ.ปิยพล ยืนยงสถาวร,ทค1_201,lab,ศุกร์,0
ENGSE217_sec2_lab,data communication and network,อ.ปิยพล ยืนยงสถาวร,ทค1_201,lab,ศุกร์,0
ENGSE217_sec2_lab,data communication and network,อ.ปิยพล ยืนยงสถาวร,ทค1_201,lab,ศุกร์,0
ENGSE217_sec3,data communication and network,อ.ปิยพล ยืนยงสถาวร,NO_VALID_ROOM,theory,NO,0
ENGSE217_sec3,data communication and network,อ.ปิยพล ยืนยงสถาวร,NO_VALID_ROOM,theory,NO,0
ENGSE217_sec3_lab,data communication and network,อ.ปิยพล ยืนยงสถาวร,ทค1_101,lab,อังคาร,0
ENGSE217_sec3_lab,data communication and network,อ.ปิยพล ยืนยงสถาวร,ทค1_101,lab,อังคาร,0
ENGSE217_sec3_lab,data communication and network,อ.ปิยพล ยืนยงสถาวร,ทค1_101,lab,อังคาร,0
ENGSE218_sec1,computer architecture and organization,อ.สัญญา อุทธโยธา,ทค2_301,theory,พฤหัสบดี,0
ENGSE218_sec1,computer architecture and organization,อ.สัญญา อุทธโยธา,ทค2_301,theory,พฤหัสบดี,0
ENGSE218_sec1_lab,computer architecture and organization,อ.สัญญา อุทธโยธา,ทค2_302,lab,จันทร์,0
ENGSE218_sec1_lab,computer architecture and organization,อ.สัญญา อุทธโยธา,ทค2_302,lab,จันทร์,0
ENGSE218_sec1_lab,computer architecture and organization,อ.สัญญา อุทธโยธา,ทค2_302,lab,จันทร์,0
ENGSE218_sec2,computer architecture and organization,อ.อนุพงศ ไพโรจน,ทค2_302,theory,ศุกร์,0
ENGSE218_sec2,computer architecture and organization,อ.อนุพงศ ไพโรจน,ทค2_302,theory,ศุกร์,0
ENGSE218_sec2_lab,computer architecture and organization,อ.อนุพงศ ไพโรจน,ทค2_302,lab,พฤหัสบดี,0
ENGSE218_sec2_lab,computer architecture and organization,อ.อนุพงศ ไพโรจน,ทค2_302,lab,พฤหัสบดี,0
ENGSE218_sec2_lab,computer architecture and organization,อ.อนุพงศ ไพโรจน,ทค2_302,lab,พฤหัสบดี,0
ENGSE219_sec1,database system,อ.ปิยพล ยืนยงสถาวร,ทค1_205,theory,พุธ,0
ENGSE219_sec1,database system,อ.ปิยพล ยืนยงสถาวร,ทค1_205,theory,พุธ,0
ENGSE219_sec1_lab,database system,อ.ปิยพล ยืนยงสถาวร,ทค1_202,lab,อังคาร,0
ENGSE219_sec1_lab,database system,อ.ปิยพล ยืนยงสถาวร,ทค1_202,lab,อังคาร,0
ENGSE219_sec1_lab,database system,อ.ปิยพล ยืนยงสถาวร,ทค1_202,lab,อังคาร,0
ENGSE219_sec2,database system,อ.ปิยพล ยืนยงสถาวร,ทค1_201,theory,อังคาร,0
ENGSE219_sec2,database system,อ.ปิยพล ยืนยงสถาวร,ทค1_201,theory,อังคาร,0
ENGSE219_sec2_lab,database system,อ.ปิยพล ยืนยงสถาวร,ทค2_201,lab,พุธ,0
ENGSE219_sec2_lab,database system,อ.ปิยพล ยืนยงสถาวร,ทค2_201,lab,พุธ,0
ENGSE219_sec2_lab,database system,อ.ปิยพล ยืนยงสถาวร,ทค2_201,lab,พุธ,0
ENGSE300_sec1_lab,co op,อ.ธนิต เกตุแก้ว,ทค2_201,lab,ศุกร์,0
ENGSE300_sec1_lab,co op,อ.ธนิต เกตุแก้ว,ทค2_201,lab,ศุกร์,0
ENGSE300_sec1_lab,co op,อ.ธนิต เกตุแก้ว,ทค2_201,lab,ศุกร์,0
ENGSE300_sec2_lab,co op,อ.ธนิต เกตุแก้ว,ทค1_205,lab,ศุกร์,0
ENGSE300_sec2_lab,co op,อ.ธนิต เกตุแก้ว,ทค1_205,lab,ศุกร์,0
ENGSE300_sec2_lab,co op,อ.ธนิต เกตุแก้ว,ทค1_205,lab,ศุกร์,0
ENGSE509_sec1,multimedia technology engineering and animation,อ.สัญญา อุทธโยธา,ทค1_202,theory,พุธ,0
ENGSE509_sec1,multimedia technology engineering and animation,อ.สัญญา อุทธโยธา,ทค1_202,theory,พุธ,0
ENGSE509_sec1_lab,multimedia technology engineering and animation,อ.สัญญา อุทธโยธา,ทค1_205,lab,อังคาร,0
ENGSE509_sec1_lab,multimedia technology engineering and animation,อ.สัญญา อุทธโยธา,ทค1_205,lab,อังคาร,0
ENGSE509_sec1_lab,multimedia technology engineering and animation,อ.สัญญา อุทธโยธา,ทค1_205,lab,อังคาร,0
ENGSE608_sec1,mobile devices application design and development,อ.ปิยพล ยืนยงสถาวร,ทค1_202,theory,จันทร์,0
ENGSE608_sec1_lab,mobile devices application design and development,อ.ปิยพล ยืนยงสถาวร,ทค1_101,lab,พฤหัสบดี,0
ENGSE608_sec1_lab,mobile devices application design and development,อ.ปิยพล ยืนยงสถาวร,ทค1_101,lab,พฤหัสบดี,0
ENGSE608_sec1_lab,mobile devices application design and development,อ.ปิยพล ยืนยงสถาวร,ทค1_101,lab,พฤหัสบดี,0
ENGSE608_sec1_lab,mobile devices application design and development,อ.ปิยพล ยืนยงสถาวร,ทค1_101,lab,พฤหัสบดี,0
ENGSE611_sec1,modern web,อ.ธนิต เกตุแก้ว,ทค1_202,theory,อังคาร,0
ENGSE611_sec1_lab,modern web,อ.ธนิต เกตุแก้ว,ทค1_205,lab,พฤหัสบดี,0
ENGSE611_sec1_lab,modern web,อ.ธนิต เกตุแก้ว,ทค1_205,lab,พฤหัสบดี,0
ENGSE611_sec1_lab,modern web,อ.ธนิต เกตุแก้ว,ทค1_205,lab,พฤหัสบดี,0
ENGSE611_sec1_lab,modern web,อ.ธนิต เกตุแก้ว,ทค1_205,lab,พฤหัสบดี,0
ENGSE611_sec2,modern web,อ.ธนิต เกตุแก้ว,NO_VALID_ROOM,theory,NO,0
ENGSE611_sec2_lab,modern web,อ.ธนิต เกตุแก้ว,ทค2_101,lab,ศุกร์,0
ENGSE611_sec2_lab,modern web,อ.ธนิต เกตุแก้ว,ทค2_101,lab,ศุกร์,0
ENGSE611_sec2_lab,modern web,อ.ธนิต เกตุแก้ว,ทค2_101,lab,ศุกร์,0
ENGSE611_sec2_lab,modern web,อ.ธนิต เกตุแก้ว,ทค2_101,lab,ศุกร์,0
MENEE504_sec1_lab,seminar,อ.จักรภพ ใหม่เสน,ทค1_201,lab,อังคาร,0
MENEE504_sec1_lab,seminar,อ.จักรภพ ใหม่เสน,ทค1_201,lab,อังคาร,0
MENEE504_sec2_lab,seminar,อ.จักรภพ ใหม่เสน,ทค2_101,lab,เสาร์,0
MENEE504_sec2_lab,seminar,อ.จักรภพ ใหม่เสน,ทค2_101,lab,เสาร์,0
MENEE504_sec3_lab,seminar,อ.สมนึก สุระธง,ทค1_101,lab,อาทิตย์,0
MENEE651_sec1,advanced digital engineering and internet of everything,อ.สมนึก สุระธง,ทค2_201,theory,เสาร์,0
MENEE651_sec1,advanced digital engineering and internet of everything,อ.สมนึก สุระธง,ทค2_201,theory,เสาร์,0
MENEE651_sec1,advanced digital engineering and internet of everything,อ.สมนึก สุระธง,ทค2_201,theory,เสาร์,0
MENEE652_sec1,artificial intelligence and machine learning,อ.จักรภพ ใหม่เสน,ทค1_101,theory,อาทิตย์,0
MENEE652_sec1,artificial intelligence and machine learning,อ.จักรภพ ใหม่เสน,ทค1_101,theory,อาทิตย์,0
MENEE652_sec2,artificial intelligence and machine learning,อ.สมนึก สุระธง,ทค2_201,theory,เสาร์,0
MENEE652_sec2,artificial intelligence and machine learning,อ.สมนึก สุระธง,ทค2_201,theory,เสาร์,0
MENEE655_sec1,digital image processing and computer vision,อ.จักรภพ ใหม่เสน,ทค1_205,theory,อาทิตย์,0
MENEE655_sec1,digital image processing and computer vision,อ.จักรภพ ใหม่เสน,ทค1_205,theory,อาทิตย์,0
MENEE655_sec1,digital image processing and computer vision,อ.จักรภพ ใหม่เสน,ทค1_205,theory,อาทิตย์,0
MENEE656_sec1,data and computer communication,อ.ประเสริฐ ลือโขง,ทค1_205,theory,อาทิตย์,0
MENEE656_sec1,data and computer communication,อ.ประเสริฐ ลือโขง,ทค1_205,theory,อาทิตย์,0
MENEE656_sec1,data and computer communication,อ.ประเสริฐ ลือโขง,ทค1_205,theory,อาทิตย์,0
MENEE661_sec1,selected topics in computer and netwok engineering,อ.ประเสริฐ ลือโขง,ทค2_101,theory,อังคาร,0
MENEE661_sec1,selected topics in computer and netwok engineering,อ.ประเสริฐ ลือโขง,ทค2_101,theory,อังคาร,0
MENEE661_sec1,selected topics in computer and netwok engineering,อ.ประเสริฐ ลือโขง,ทค2_101,theory,อังคาร,0
TEDCC814_sec1_lab,pre professional experience,อ.ปณต พุกกะพันธุ์,ทค1_202,lab,อาทิตย์,0
TEDCC814_sec1_lab,pre professional experience,อ.ปณต พุกกะพันธุ์,ทค1_202,lab,อาทิตย์,0
TEDCC814_sec1_lab,pre professional experience,อ.ปณต พุกกะพันธุ์,ทค1_202,lab,อาทิตย์,0
TEDCC814_sec1_lab,pre professional experience,อ.ปณต พุกกะพันธุ์,ทค1_202,lab,อาทิตย์,0
TEDCC814_sec1_lab,pre professional experience,อ.ปณต พุกกะพันธุ์,ทค1_202,lab,อาทิตย์,0
TEDCC814_sec1_lab,pre professional experience,อ.ปณต พุกกะพันธุ์,ทค1_202,lab,อาทิตย์,0
TEDCC814_sec1_lab,pre professional experience,อ.ปณต พุกกะพันธุ์,ทค1_202,lab,อาทิตย์,0
TEDCC814_sec1_lab,pre professional experience,อ.ปณต พุกกะพันธุ์,ทค1_202,lab,อาทิตย์,0
TEDCC814_sec1_lab,pre professional experience,อ.ปณต พุกกะพันธุ์,ทค1_202,lab,อาทิตย์,0
TEDEE303_sec1,data structure and algorithms,อ.อนุพงศ ไพโรจน,ทค2_301,theory,ศุกร์,0
TEDEE303_sec1,data structure and algorithms,อ.อนุพงศ ไพโรจน,ทค2_301,theory,ศุกร์,0
TEDEE303_sec1_lab,data structure and algorithms,อ.อนุพงศ ไพโรจน,ทค2_301,lab,พุธ,0
TEDEE303_sec1_lab,data structure and algorithms,อ.อนุพงศ ไพโรจน,ทค2_301,lab,พุธ,0
TEDEE303_sec1_lab,data structure and algorithms,อ.อนุพงศ ไพโรจน,ทค2_301,lab,พุธ,0
TEDEE311_sec1,computer technical,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค2_201,theory,พฤหัสบดี,0
TEDEE311_sec1_lab,computer technical,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค1_201,lab,พฤหัสบดี,0
TEDEE311_sec1_lab,computer technical,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค1_201,lab,พฤหัสบดี,0
TEDEE311_sec1_lab,computer technical,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค1_201,lab,พฤหัสบดี,0
TEDEE311_sec1_lab,computer technical,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค1_201,lab,พฤหัสบดี,0
TEDEE311_sec1_lab,computer technical,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค1_201,lab,พฤหัสบดี,0
TEDEE311_sec1_lab,computer technical,อ.ณัฐชาสิทธ ชูเกียรติขจร,ทค1_201,lab,พฤหัสบดี,0
TEDEE324_sec1,selected topics in computer engineering,อ.อนุพงศ ไพโรจน,ทค2_301,theory,อังคาร,0
TEDEE324_sec1,selected topics in computer engineering,อ.อนุพงศ ไพโรจน,ทค2_301,theory,อังคาร,0
TEDEE324_sec1_lab,selected topics in computer engineering,อ.อนุพงศ ไพโรจน,ทค2_302,lab,พุธ,0
TEDEE324_sec1_lab,selected topics in computer engineering,อ.อนุพงศ ไพโรจน,ทค2_302,lab,พุธ,0
TEDEE324_sec1_lab,selected topics in computer engineering,อ.อนุพงศ ไพโรจน,ทค2_302,lab,พุธ,0
กิจกรรม,กิจกรรม,,,activity,พุธ,0
กิจกรรม,กิจกรรม,,,activity,พุธ,0
กีฬา,กีฬา,,,activity,ศุกร์,0
กีฬา,กีฬา,,,activity,ศุกร์,0
ปฐมนิเทศ,ปฐมนิเทศ,,,activity,จันทร์,0
ปฐมนิเทศ,ปฐมนิเทศ,,,activity,จันทร์,0
